hostnames,fpl_letter,fst_mass,fst_masserr1,fst_masserr2,fst_age,fst_ageerr1,fst_ageerr2,fst_met,fst_meterr1,fst_meterr2,fst_dist,fst_disterr1,fst_disterr2,Nss,Pnull,BIC1,rhoN,Phigh,HJflag,insamp,fpl_bmasse,fpl_bmasseerr1,fpl_bmasseerr2,fpl_smax,fpl_smaxerr1,fpl_smaxerr2,fpl_orbper,fpl_orbpererr1,fpl_orbpererr2,fpl_eccen,fpl_eccenerr1,fpl_eccenerr2,fpl_rade,fpl_radeerr1,fpl_radeerr2,fpl_dens,fpl_denserr1,fpl_denserr2
Kepler-93,b,1.09,0.14,-0.14,6.6,0.9,-0.9,-0.18,-,-,96.18,0.22,-0.22,600,0.0010148055469272018,66.07050999280068,0.19373356698263614,0.004047677205304201,N,N,3.1783,0.0,0.0,0.053,0.002,-0.002,4.72674,1e-06,-1e-06,0.0,-,-,1.569,0.11199999999999999,-0.11199999999999999,1.652,0.006,-0.006
Kepler-93,c,1.09,0.14,-0.14,6.6,0.9,-0.9,-0.18,-,-,96.18,0.22,-0.22,600,0.0004476943007717064,66.07050999280068,0.15722907712836806,0.0014342053416667524,N,N,954.0,-,-,-,-,-,1460.0,-,-,-,-,-,-,-,-,-,-,-
Kepler-94,b,0.81,0.06,-0.06,1.41,-,-,0.34,0.07,-0.07,192.97,0.82,-0.82,600,2.4326868140349553e-05,80.38322373573374,0.7074893426654892,0.6386005742400953,N,Y,10.84,1.4,-1.4,0.03106,0.0012900000000000001,-0.0012900000000000001,2.50806,-,-,-,-,-,3.51,0.15,-0.15,1.45,0.26,-0.26
Kepler-94,c,0.81,0.06,-0.06,1.41,-,-,0.34,0.07,-0.07,192.97,0.82,-0.82,600,0.0005026699526960984,80.38322373573374,0.7630172588938601,0.6785345468165339,N,Y,3126.0,200.0,-200.0,-,-,-,820.3,3.0,-3.0,-,-,-,12.5,-,-,8.79,-,-
Kepler-942,b,0.81,0.03,-0.03,4.17,2.64,-2.15,0.09,0.099,-0.1,218.0,5.59,-5.36,600,0.0018176774254953921,59.7571842981049,1.2862009222778017,0.8920663222945144,N,Y,5.18,-,-,-,-,-,44.96417488,6.962e-05,-6.962e-05,-,-,-,2.13,0.23,-0.08,2.95,-,-
Kepler-95,b,1.08,0.08,-0.08,5.63,-,-,0.3,0.1,-0.1,451.38,5.81,-5.81,600,2.7036918885211443e-07,148.38692027922775,0.6439922434387517,0.8750522192681405,N,N,13.0,2.9,-2.9,-,-,-,11.5231,-,-,-,-,-,3.42,0.09,-0.09,1.71,0.37,-0.37
Kepler-954,b,0.82,0.02,-0.03,3.39,2.88,-1.66,0.02,0.105,-0.10099999999999999,224.0,6.1,-6.43,600,4.441688449633639e-06,88.69121991502118,4.148495461030155,0.9489307842338377,N,Y,5.99,-,-,-,-,-,16.78176602,1.593e-05,-1.593e-05,-,-,-,2.32,0.05,-0.11,2.64,-,-
Kepler-959,b,1.6,0.19,-0.17,1.35,0.28,-0.19,0.02,0.141,-0.154,1003.0,272.0,-202.88,153,0.0020411533948740783,55.76080836768591,0.7728995555845095,0.9632846543381048,N,N,17.6,-,-,-,-,-,14.80074836,4.706e-05,-4.706e-05,-,-,-,4.38,1.21,-0.87,1.15,-,-
Kepler-96,b,1.0,0.06,-0.06,2.34,-,-,0.04,0.07,-0.07,123.32,0.4,-0.4,600,2.6448854000653182e-05,92.05638604480441,0.9659900374915646,0.8273319424515855,N,Y,8.46,3.4,-3.4,-,-,-,16.2385,-,-,-,-,-,2.67,0.22,-0.22,2.26,1.11,-1.11
Kepler-97,b,0.94,0.06,-0.06,8.42,-,-,-0.2,0.07,-0.07,405.58,3.58,-3.58,600,6.417197850915117e-06,120.20644055058062,0.7104881039818091,0.8585123319781202,N,N,3.51,1.9,-1.9,-,-,-,2.58664,-,-,-,-,-,1.48,0.13,-0.13,5.44,3.48,-3.48
Kepler-97,c,0.94,0.06,-0.06,8.42,-,-,-0.2,0.07,-0.07,405.58,3.58,-3.58,600,6.8156846952829e-06,120.20644055058062,0.6830105031925114,0.8470305408651393,N,N,344.0,-,-,-,-,-,789.0,-,-,-,-,-,-,-,-,-,-,-
Kepler-973,b,0.86,0.03,-0.03,2.29,1.64,-0.852,-0.06,0.113,-0.096,297.0,8.54,-9.32,600,0.00016796570404410636,89.35920255726273,1.2798632418768534,0.9615675519232832,N,Y,4.5,-,-,-,-,-,49.6077331,0.0001208,-0.0001208,-,-,-,1.96,0.08,-0.07,3.28,-,-
Kepler-98,b,0.99,0.06,-0.06,2.79,-,-,0.18,0.07,-0.07,353.87,2.99,-2.99,600,0.08314256712100429,-5.729187482696489,1.1515798112325502,0.7814630234796859,N,N,3.55,1.6,-1.6,-,-,-,1.54168,-,-,-,-,-,1.99,0.22,-0.22,2.18,1.21,-1.21
Kepler-99,b,0.79,0.06,-0.06,1.47,-,-,0.18,0.07,-0.07,209.63,1.04,-1.04,600,0.00017199338199653356,93.05967631573321,6.284782152545428,0.9852676456624033,N,Y,6.15,1.3,-1.3,-,-,-,4.60358,-,-,-,-,-,1.48,0.08,-0.08,10.9,2.82,-2.82
Kepler-997,b,1.22,0.15,-0.08,3.63,0.82,-0.69,0.05,0.081,-0.077,470.0,112.98,-88.85,600,1.4425284839431437e-08,161.1237712791807,1.4697577896533351,0.9725618138089505,N,Y,2.42,-,-,-,-,-,2.70730672,5.52e-06,-5.52e-06,-,-,-,1.36,0.33,-0.26,5.29,-,-
Kepler-999,b,1.29,0.16,-0.12,3.09,0.7,-0.62,0.05,0.091,-0.068,568.0,156.76,-116.29,600,4.6498110431334015e-07,187.91796512978487,0.7791117916467646,0.9238652674105985,N,Y,6.08,-,-,-,-,-,5.99185702,8.17e-06,-8.17e-06,-,-,-,2.34,0.65,-0.49,2.61,-,-
LHS 1815,b,0.5,0.01,-0.01,-,-,-,-0.12,0.09,-0.09,29.87,0.02,-0.02,600,0.0010790857216126657,66.61315968267854,0.0028393204087407012,2.4963837442373373e-12,N,N,8.7,-,-,0.0404,0.0094,-0.0094,3.81433,3e-05,-3e-05,0.0,-,-,1.088,0.064,-0.064,-,-,-
NGC 2682 Sand 364,b,9.06,16.45,-16.45,4.15,0.65,-0.65,-0.02,-,-,837.03,39.41,-39.41,85,0.02662493464333583,20.666524363436224,2.600560757426635,0.9792533225253928,N,N,2126.2827,2580.7796,-2580.7796,0.53,0.01,-0.01,121.71,0.31,-0.31,0.35,0.08,-0.08,12.7,-,-,5.7,-,-
NGC 2682 Sand 978,b,1.37,0.02,-0.02,-,-,-,-,-,-,842.01,31.8,-31.8,88,0.00749163251809154,30.348966356866356,3.3726710516752343,0.993644915818067,N,N,692.8694,54.0311,-54.0311,-,-,-,511.21,2.04,-2.04,0.16,0.07,-0.07,13.3,-,-,1.62,-,-
NGTS-2,b,1.64,0.19,-0.22,2.17,0.37,-0.37,-0.06,0.09,-0.09,360.3,8.3,-7.8,600,0.00024706061786783714,84.83194249606879,3.09760025071852,0.9566454508103746,Y,Y,235.1942,41.3179,-38.1396,0.063,0.0024,-0.003,4.511164,6.1e-05,-6.1e-05,0.0,-,-,17.878,0.527,-0.504,0.226,0.04,-0.038
NGTS-4,b,0.75,0.02,-0.02,-,-,-,-0.28,0.1,-0.1,282.6,1.8,-1.8,600,1.5098539593406862e-05,87.68571356230859,0.00477767536762777,3.527985795848648e-15,N,N,20.6,3.0,-3.0,0.019,0.005,-0.005,1.3373508,8e-06,-8e-06,0.0,-,-,3.18,0.26,-0.26,3.45,0.95,-0.95
NGTS-9,b,1.34,0.05,-0.05,0.96,0.6,-0.6,0.31,0.15,-0.15,619.74,15.98,-15.98,218,0.0030700516779681667,43.2173239404795,2.0385834374388594,0.9694349970679975,Y,N,921.707,54.0311,-54.0311,0.058,0.003,-0.002,4.43527,2e-05,-2e-05,0.06,0.076,-0.052,11.994000000000002,0.6729999999999999,-0.6729999999999999,2.93,0.53,-0.49
PDS 70,b,0.76,0.02,-0.02,0.005,0.001,-0.001,-,-,-,113.43,0.52,-0.52,600,0.0035409106083487867,-4.914574837975351,21.48438605325875,0.9825744573402153,N,N,2542.64,1906.98,-1906.98,22.0,-,-,43500.0,-,-,0.03,0.22,-0.03,14.572000000000001,-,-,-,-,-
PDS 70,c,0.76,0.02,-0.02,0.005,0.001,-0.001,-,-,-,113.43,0.52,-0.52,600,0.003113533130905612,-4.914574837975351,22.114311728023583,0.9828998129576926,N,N,3333.87385,1666.9369199999999,-1666.9369199999999,34.5,2.0,-2.0,-,-,-,-,-,-,12.4,-,-,9.61,-,-
Pr0201,b,1.24,0.39,-0.39,-,-,-,0.19,-,-,181.54,2.46,-2.46,600,0.00027462228240012035,16.508961829732243,96909.38372019473,1.0,Y,N,171.6282,38.1396,-38.1396,0.06,0.0,0.0,4.4264,0.007,-0.007,0.0,-,-,14.2,-,-,0.329,-,-
Pr0211,b,0.94,0.01,-0.01,0.578,0.012,-0.012,0.18,0.02,-0.02,183.68,1.06,-1.06,600,4.872815124920486e-07,20.14052452789838,310153.32716046856,1.0,Y,N,597.5204,9.5349,-9.5349,0.031760000000000004,0.00015,-0.00015,2.1461,3e-05,-3e-05,0.011,0.012,-0.008,13.4,-,-,1.36,-,-
Pr0211,c,0.94,0.01,-0.01,0.578,0.012,-0.012,0.18,0.02,-0.02,183.68,1.06,-1.06,600,9.443522244000476e-09,20.14052452789838,291467.28094959754,1.0,Y,N,2475.8957,104.8839,-104.8839,5.5,3.0,-1.4,4850.0,4560.0,-1750.0,0.71,0.11,-0.11,12.6,-,-,6.8,-,-
Qatar-10,b,1.16,0.07,-0.07,3.2,1.9,-1.9,0.016,0.08900000000000001,-0.08900000000000001,539.0,10.0,-10.0,296,3.5886290750703833e-06,96.85750725058637,2.9411788681465736,0.9748734041386844,Y,N,233.92288,28.6047,-28.6047,0.0286,0.0006,-0.0006,1.645321,1e-05,-1e-05,0.0,-,-,17.295,0.44799999999999995,-0.44799999999999995,0.248,0.036,-0.036
Qatar-2,b,0.74,0.02,-0.02,5.0,-,-,0.02,0.08,-0.08,182.32,1.21,-1.21,600,0.00025610435607162563,77.6286055985147,0.6646055856832361,0.7680953553516512,Y,N,792.635,17.162,-17.162,0.02153,0.0002,-0.0002,1.33711647,2.6e-07,-2.6e-07,0.0,-,-,14.056,0.146,-0.146,1.573,0.029,-0.029
Qatar-3,b,1.15,0.06,-0.06,0.31,0.001,-0.001,-0.040999999999999995,0.081,-0.081,750.99,33.18,-33.18,97,0.07410782501560059,24.97911574755389,1.3547167966457974,0.9997264980776647,Y,N,1369.8473,149.3801,-149.3801,0.03783,0.0006900000000000001,-0.0006900000000000001,2.5079204,-,-,0.0,-,-,12.285,1.569,-1.569,4.0,1.2,-1.2
Qatar-5,b,1.13,0.06,-0.06,0.53,0.004,-0.004,0.377,0.08,-0.08,371.39,8.02,-8.02,600,0.0016657283440029613,59.85456444070769,6.615089224813048,1.0,Y,N,1373.0256,57.2094,-57.2094,0.04127,0.00067,-0.00067,2.8792319,-,-,0.0,-,-,12.408,0.7170000000000001,-0.7170000000000001,3.95,0.58,-0.58
Qatar-6,b,0.82,0.02,-0.02,1.02,0.62,-0.62,-0.025,0.09300000000000001,-0.09300000000000001,101.14,0.46,-0.46,600,7.8948869890465e-05,75.97237561003635,4.548112932601418,0.9749288576105697,Y,Y,212.31044,20.976779999999998,-20.976779999999998,0.0423,0.0004,-0.0004,3.506195,1.8e-05,-1.8e-05,0.0,-,-,11.904000000000002,0.7959999999999999,-0.7959999999999999,0.692,-,-
Qatar-7,b,1.41,0.03,-0.03,1.69,0.25,-0.25,0.276,0.071,-0.071,725.0,10.0,-10.0,111,0.043190751003680236,19.667243498949915,2.1701441186320305,0.9754459069517075,Y,N,597.5204,79.4575,-79.4575,0.0352,0.0002,-0.0002,2.032046,9.7e-06,-9.7e-06,0.0,-,-,19.055,0.336,-0.336,0.502,0.071,-0.071
Qatar-8,b,1.03,0.05,-0.05,8.3,2.1,-2.1,0.025,0.071,-0.071,276.7,3.4,-3.4,600,0.00010686643049946307,71.4240212042057,0.5860386622709033,0.548715408605647,Y,N,117.91493,19.705460000000002,-19.705460000000002,0.0474,0.0008,-0.0008,3.71495,0.001,-0.001,0.0,-,-,14.404000000000002,0.247,-0.247,0.216,0.037,-0.037
ROXs 12,b,0.87,0.08,-0.08,0.008,0.004,-0.025,-,-,-,137.19,0.78,-0.78,600,0.00021844646830993306,-3.0834946151358054,2149.6529383854927,1.0,N,N,5085.0,1271.0,-1271.0,210.0,20.0,-20.0,-,-,-,0.83,-,-,12.2,-,-,15.4,-,-
ROXs 42 B,b,1.0,-,-,0.003,0.003,-0.003,-,-,-,135.0,-,-,600,0.00010261253699893031,-15.739084600725846,222.01214388196337,1.0,N,N,2860.0,953.0,-953.0,157.0,-,-,-,-,-,0.58,-,-,12.5,-,-,8.05,-,-
Ross 458,c,0.49,-,-,-,-,-,-,-,-,11.51,0.02,-0.02,600,0.00016345963526337063,82.86322113469168,6.249565717506484,0.8674032316306314,N,N,1997.59,-,-,1168.0,-,-,-,-,-,-,-,-,13.675,-,-,4.29,-,-
SR 12 AB,c,-,-,-,-,-,-,-,-,-,112.32,5.41,-5.41,600,0.0004750754240234742,2.8849212426353006,8.338465485603807,0.9923461620169873,N,N,4131.62,2224.72,-2224.72,-,-,-,-,-,-,-,-,-,12.3,-,-,12.2,-,-
TAP 26,b,1.04,0.1,-0.1,0.017,-,-,-,-,-,147.0,3.0,-3.0,600,1.1264818108662801e-05,14.360340073639009,44.93957527795494,0.9930875086757524,Y,N,527.5978,98.5273,-98.5273,0.0968,0.0032,-0.0032,10.79,0.14,-0.14,-,-,-,13.5,-,-,1.18,-,-
TOI-125,b,0.86,0.04,-0.04,6.8,4.4,-4.1,-0.02,0.03,-0.03,111.4,1.3,-1.2,600,1.1495996847942127e-05,107.10308978882438,0.04400563935642889,9.635655254639187e-05,N,N,9.5,0.88,-0.88,0.05186,0.00086,-0.0007700000000000001,4.65382,0.00033,-0.00031,0.194,0.041,-0.036,2.7260000000000004,0.075,-0.075,2.57,0.33,-0.33
TOI-125,c,0.86,0.04,-0.04,6.8,4.4,-4.1,-0.02,0.03,-0.03,111.4,1.3,-1.2,600,8.792171144584837e-06,107.10308978882438,0.04264354275324364,8.100693611935882e-05,N,N,6.63,0.99,-0.99,0.0814,0.0013,-0.0013,9.15059,0.0007,-0.00082,0.066,0.07,-0.047,2.759,0.1,-0.1,1.73,0.33,-0.33
TOI-125,d,0.86,0.04,-0.04,6.8,4.4,-4.1,-0.02,0.03,-0.03,111.4,1.3,-1.2,600,1.693856980566076e-07,107.10308978882438,0.03815553939874336,4.344871330265026e-05,N,N,13.6,1.2,-1.2,0.137,0.0022,-0.0022,19.98,0.005,-0.0056,0.168,0.088,-0.062,2.93,0.17,-0.17,2.98,0.65,-0.52
TOI-132,b,0.97,0.06,-0.06,6.34,0.42,-2.35,0.16,0.1,-0.1,164.47,27.32,-27.32,600,1.5828655549631738e-05,116.83539124256606,0.9574433155947804,0.9272615843879216,N,N,22.4,1.9,-1.92,0.026,0.002,-0.003,2.1097019,1.2e-05,-1.1e-05,0.059,0.05,-0.037,3.42,0.13,-0.14,3.08,0.44,-0.46
TOI-150,b,1.35,0.04,-0.03,2.346,0.425,-0.9009999999999999,0.28,0.036000000000000004,-0.036000000000000004,336.0,2.0,-2.0,600,1.3639903825494485e-05,135.9122906794895,4.02509467530704,0.9825118232896395,Y,Y,797.7533,38.1396,-38.1396,0.07037,0.0008699999999999999,-0.00088,5.857487,8.9e-05,-9.7e-05,0.262,0.045,-0.037,14.067,0.235,-0.213,1.68,0.12,-0.12
TOI-163,b,1.44,0.03,-0.03,1.8230000000000002,0.3,-0.331,0.22,0.040999999999999995,-0.040999999999999995,416.5,8.13,-8.13,561,0.0037554875287436366,75.35028576312243,2.087113615040911,0.8477907778251351,Y,Y,387.7526,38.1396,-38.1396,0.058,0.0014,-0.0014,4.231306,6.3e-05,-5.7e-05,0.0,-,-,16.69,0.381,-0.381,0.49,0.059,-0.055
TOI-172,b,1.13,0.07,-0.06,7.4,1.6,-1.5,0.14800000000000002,0.079,-0.08,336.47,6.79,-6.79,600,4.808509492945579e-09,194.43256281804565,0.1273990876079282,0.0012399047175485995,Y,N,1722.6386,69.9226,-63.566,0.0914,0.0017,-0.0017,9.47725,0.00064,-0.00079,0.3806,0.0093,-0.009,10.817,0.359,-0.325,7.53,0.65,-0.72
TOI-216,c,0.87,0.04,-0.03,-,-,-,0.32,0.1,-0.1,178.84,0.89,-0.88,600,0.0005949140313607054,59.44940080745425,0.2812942039335946,0.04926512476800087,N,N,200.0,170.0,-100.0,0.2069,0.0107,-0.0082,34.556,0.014,-0.01,0.029,0.037,-0.02,11.29,0.58,-0.42,0.76,0.66,-0.38
TOI-216,b,0.87,0.04,-0.03,-,-,-,0.32,0.1,-0.1,178.84,0.89,-0.88,600,0.0006234561105674548,59.44940080745425,0.29358394657312675,0.05805564063227416,N,N,30.0,20.0,-14.0,0.1293,0.0067,-0.0051,17.089,0.011,-0.015,0.132,0.059,-0.023,7.69,1.62,-0.83,0.34,0.31,-0.18
TOI-813,b,1.32,0.06,-0.06,3.73,0.62,-0.62,0.1,0.1,-0.1,265.15,1.58,-1.58,600,0.00014437045677845257,101.92796502784961,3.3233117196102144,0.9463191720886152,N,Y,36.4,-,-,0.423,0.031,-0.037,83.8911,0.0027,-0.0031,0.0,-,-,6.71,0.38,-0.38,0.662,-,-
TYC 1422-614-1,b,1.15,0.18,-0.18,5.89,3.88,-2.34,-0.2,0.08,-0.08,759.0,181.0,-181.0,47,0.3085062223862228,-1.523518237506977,1.8154337463205759,0.9135836763382156,N,N,794.5,127.1,-127.1,0.69,0.03,-0.03,198.4,0.42,-0.42,0.06,0.06,-0.02,13.3,-,-,1.86,-,-
TYC 1422-614-1,c,1.15,0.18,-0.18,5.89,3.88,-2.34,-0.2,0.08,-0.08,759.0,181.0,-181.0,47,0.3085062223862228,-1.523518237506977,1.8154337463205759,0.9135836763382156,N,N,3178.0,318.0,-318.0,1.37,0.06,-0.06,559.3,1.2,-1.2,0.048,0.02,-0.014,12.5,-,-,8.94,-,-
TYC 3318-01333-1,b,1.19,0.14,-0.14,-,-,-,-0.06,0.06,-0.06,497.41,10.06,-10.06,564,2.2505954685860038e-11,265.5314319340439,0.4376485497929974,0.44247899655152456,N,N,1086.9786,111.2405,-111.2405,1.414,0.063,-0.063,562.0,4.1,-4.0,0.098,0.082,-0.032,13.1,-,-,2.66,-,-
TYC 3667-1280-1,b,1.87,0.17,-0.17,1.35,0.35,-0.28,-0.08,0.05,-0.05,481.0,37.0,-37.0,600,2.7467605383336946e-07,143.14807618822886,0.5327175203004396,0.5688119202436951,N,Y,1716.282,127.132,-127.132,0.21,0.01,-0.01,26.468,0.005,-0.005,0.036,0.043,-0.014,12.8,-,-,4.5,-,-
TYC 4282-00605-1,b,0.97,0.03,-0.03,10.1,0.05,-0.05,-0.07,0.16,-0.16,700.0,143.0,-143.0,600,7.944038707093619e-06,100.5651144989422,0.12960178459608757,0.0402178950050818,N,N,3426.2074,38.1396,-38.1396,0.422,0.009,-0.009,101.54,0.05,-0.05,0.28,0.01,-0.01,12.4,-,-,9.87,-,-
TrES-1,b,1.04,0.19,-0.19,3.7,3.4,-2.8,0.02,-,-,160.39,0.73,-0.73,600,0.00020081564149247903,71.005319185404,0.5383259415911085,0.5531501984256778,Y,Y,266.9772,34.9613,-34.9613,0.03925,0.00056,-0.0006,3.03007,8e-06,-8e-06,0.0,-,-,12.665999999999999,0.6729999999999999,-0.6729999999999999,0.712,0.055,-0.05
TrES-2,b,1.36,0.3,-0.3,3.55,1.36,-1.32,-0.15,-,-,216.66,1.05,-1.05,600,6.558972936558155e-05,71.06855105973659,4.632058516933361,0.962256867360693,Y,Y,473.5667,69.9226,-69.9226,0.03563,0.00047999999999999996,-0.00058,2.47063,1e-05,-1e-05,0.0,-,-,15.244000000000002,0.897,-0.897,0.884,0.021,-0.021
TrES-3,b,0.93,0.05,-,1.0,0.5,0.0,-0.2,0.07,-0.07,228.0,12.0,-12.0,600,0.0002826947650172974,78.69479904182231,0.06994427249292616,0.0011789670529774132,Y,Y,607.03,23.836,-25.425,0.02282,0.00022999999999999998,-0.0004,1.30618581,-,-,0.0,-,-,14.975,0.34700000000000003,-0.415,0.994,0.095,-0.078
TrES-4,b,1.08,0.38,-0.38,2.2,0.4,-0.4,0.14,-,-,523.7,7.09,-7.09,384,0.00013923799245112788,91.06986765946829,1.0000466247546187,0.8747253425934706,Y,N,247.9074,60.3877,-60.3877,0.050839999999999996,0.0005,-0.0005,3.55395,7.5e-05,-7.5e-05,0.0,-,-,18.046,2.0180000000000002,-2.0180000000000002,0.099,0.016,-0.013
V830 Tau,b,1.0,0.05,-0.05,0.002,-,-,-,-,-,150.0,5.0,-5.0,600,1.4490768663321153e-05,-8.744658514618322,33.68327142447841,0.9738637133811474,Y,N,222.481,38.1396,-38.1396,0.057,0.001,-0.001,4.927,0.008,-0.008,0.0,-,-,14.0,-,-,0.446,-,-
WASP-1,b,1.24,0.05,-0.07,3.4,1.2,-0.6,0.23,0.03,-0.03,397.29,10.66,-10.66,600,1.378336419124364e-07,162.46849473066425,1.9604823039138137,0.9879505143209649,Y,Y,271.415,18.116,-16.526,0.03889,0.00053,-0.00073,2.5199454,5e-07,-5e-07,0.0,-,-,16.623,0.26899999999999996,-0.381,0.348,0.029,-0.032
WASP-10,b,0.75,0.04,-,7.0,6.0,-3.0,0.04,0.05,-0.05,141.57,0.75,-0.75,600,0.000189504947879383,56.66020900727119,4.176373152321168,0.9749177412422382,Y,N,1001.12,41.32,-34.96,0.03781,0.00067,-0.00047000000000000004,3.0927616,1.12e-05,-1.12e-05,0.0473,0.0034,-0.0029,12.106,0.22399999999999998,-0.22399999999999998,4.14,0.27,-0.27
WASP-100,b,0.77,0.42,-0.42,1.57,0.3,-0.2,-0.03,-,-,368.28,2.77,-2.77,600,0.0001594765818674223,124.38876655165791,1.4726358170204261,0.9719892745102346,Y,Y,400.4658,143.0235,-143.0235,0.045739999999999996,0.00093,-0.001,2.84938,8e-06,-8e-06,0.0,-,-,14.908,1.569,-1.569,0.53,0.27,-0.27
WASP-101,b,1.41,0.3,-0.3,1.14,0.7,-0.65,0.2,-,-,202.39,1.15,-1.15,600,3.272837213519319e-05,86.88925901107586,4.452703984332671,0.9099492959419836,Y,Y,162.0933,25.4264,-25.4264,0.05057,0.00085,-0.0009,3.58572,4e-06,-4e-06,0.0,-,-,16.029,1.0090000000000001,-1.0090000000000001,0.24,0.03,-0.03
WASP-105,b,0.89,0.09,-0.09,-,-,-,0.28,0.16,-0.16,252.52,13.71,-13.71,600,7.655754972230162e-05,84.29040995593732,0.4349634760098957,0.36600844018187,Y,N,572.094,31.783,-31.783,0.075,0.003,-0.003,7.87288,1e-05,-1e-05,0.0,-,-,10.761,0.336,-0.336,2.65,0.13,-0.13
WASP-106,b,0.93,0.8,-0.8,7.0,2.0,-2.0,-0.09,-,-,355.69,6.36,-6.36,467,0.0005441694410862388,98.6486259853441,1.6664138366709516,0.9934932421002408,Y,N,514.8846,298.7602,-298.7602,0.0917,0.0014,-0.0014,9.28971,1e-05,-1e-05,0.0,-,-,11.433,3.363,-3.363,1.86,0.14,-0.2
WASP-107,b,0.69,0.05,-0.05,8.3,4.3,-4.3,0.02,0.1,-0.1,64.86,0.26,-0.26,600,0.0001228889582806391,67.28108510117113,2.9723008523928782,0.920519053834941,N,N,38.1396,3.1783,-3.1783,0.055,0.001,-0.001,5.72149,2e-06,-2e-06,0.0,-,-,10.536,0.22399999999999998,-0.22399999999999998,0.19,0.03,-0.03
WASP-11,b,1.42,0.43,-0.43,7.6,5.8,-3.0,0.0,-,-,125.12,2.07,-2.07,600,0.0016318228190475396,-2.4060157636897657,1.8892194288468058,0.8462731611372961,Y,N,251.0857,54.0311,-54.0311,0.0435,0.0006,-0.0006,3.72247,7e-06,-7e-06,0.0,-,-,12.442,1.121,-1.121,0.632,0.035,-0.035
WASP-113,b,1.32,0.07,-0.07,6.2,1.6,-3.8,0.1,0.09,-0.09,360.0,70.0,-70.0,241,0.014571548790182513,28.718045323240574,4.042226368353066,0.8931353656772416,Y,N,150.96925,17.16282,-16.527160000000002,0.05885,0.0001,-0.0001,4.54216875,4.2e-06,-4.2e-06,0.0,-,-,15.793,1.0759999999999998,-1.569,0.228,0.073,-0.045
WASP-117,b,1.29,0.3,-0.3,4.6,2.0,-2.0,-0.11,-,-,158.69,0.64,-0.64,600,2.4274154931661845e-06,118.04215787203862,0.2945109393374113,0.2428036832843902,Y,N,95.349,15.8915,-15.8915,0.09459,0.00084,-0.00079,10.02165,0.00055,-0.00055,0.3,0.02,-0.02,11.882,0.785,-0.785,0.3445,0.0718,-0.0638
WASP-118,b,1.32,0.04,-0.04,1.17,5.72,-0.75,0.16,0.1,-0.1,380.53,11.02,-11.02,481,2.595592206239228e-08,134.2388844053986,2.1249884780660766,0.9813665552942005,Y,Y,163.36462,6.3566,-6.3566,0.054529999999999995,0.00047999999999999996,-0.00047999999999999996,4.0460435,4.4e-06,-4.4e-06,0.0,-,-,16.141,0.40399999999999997,-0.40399999999999997,0.233,0.024,-0.024
WASP-119,b,1.02,0.06,-0.06,8.0,2.5,-2.5,0.14,0.1,-0.1,333.0,29.0,-29.0,600,8.81277963187756e-06,106.1590694609223,2.6476742720719453,0.9647564089062309,Y,N,390.9309,25.4264,-25.4264,0.0363,0.0007,-0.0007,2.49979,1e-05,-1e-05,0.058,-,-,15.693,2.242,-2.242,0.7,0.3,-0.3
WASP-12,b,1.43,0.11,-0.11,2.0,0.7,-2.0,0.21,0.04,-0.04,432.48,6.09,-6.09,600,7.241211860557409e-09,192.5895588551232,3.0554473153967714,0.953049436439716,Y,Y,465.62095,25.10857,-25.10857,0.0232,0.00064,-0.00064,1.09142,1.4e-07,-1.4e-07,0.0447,0.0043,-0.0043,21.712,0.628,-0.628,0.267,0.0288,-0.0288
WASP-120,b,1.39,0.06,-0.06,2.6,0.5,-0.5,-0.05,0.07,-0.07,437.0,21.0,-21.0,535,1.0631735128683894e-05,105.81570322307869,2.614205991816409,0.9648283247189346,Y,Y,1541.4755,66.7443,-66.7443,0.0514,0.0007,-0.0007,3.6112706,4.3e-06,-4.3e-06,0.057,0.022,-0.018,16.511,1.0759999999999998,-1.0759999999999998,2.0,0.44,-0.34
WASP-121,b,1.35,0.08,-0.08,1.5,1.0,-1.0,0.13,0.09,-0.09,270.0,90.0,-90.0,600,0.00030731191818709797,17.874616373815115,2.3243854079681663,0.9155450291942251,Y,Y,375.99289,20.34112,-19.705460000000002,0.02544,0.00049,-0.0005,1.2749255,2e-07,-2.5e-07,0.0,-,-,20.905,0.493,-0.493,0.243,0.021,-0.021
WASP-123,b,1.17,0.06,-0.06,6.9,1.4,-1.4,0.18,0.08,-0.08,214.0,11.0,-11.0,600,9.321688794031165e-07,115.10218934163004,0.8855645887823742,0.8772286398173826,Y,N,285.72917,11.441880000000001,-11.441880000000001,0.04263,0.00074,-0.00074,2.9776412,2.3e-06,-2.3e-06,0.0,-,-,14.773,0.7290000000000001,-0.7290000000000001,0.521,0.074,-0.074
WASP-124,b,1.07,0.05,-0.05,2.1,1.4,-1.4,-0.02,0.11,-0.11,433.0,11.0,-11.0,337,2.05266684785695e-05,103.42692153036694,1.4896596724243951,0.9637868588581973,Y,N,190.698,22.2481,-22.2481,0.0449,0.0007,-0.0007,3.37265,1e-06,-1e-06,0.017,-,-,13.899000000000001,0.336,-0.336,0.43,0.05,-0.05
